sentence_id,CUI,level_1,level_2,level_3
437,C1821572,0,0,1
437,C1262477,0,0,1
437,C0231403,0,0,1
437,C0011860,0,0,1
438,C0560765,0,0,1
438,C0016382,0,0,1
438,C0178417,0,0,1
438,C0424528,0,0,1
438,C0583786,0,0,1
439,C0000765,0,0,1
439,C0000765,0,0,1
439,C0424565,0,0,1
439,C0003467,1,0,0
439,C0043094,1,0,0
439,C0043094,1,0,0
439,C0560765,0,0,1
439,C0497247,0,0,1
439,C0456820,0,0,1
439,C0520947,0,0,1
439,C0344315,0,0,1
439,C0424336,0,0,1
439,C0042023,0,0,1
439,C0425736,0,0,1
439,C1283330,0,0,1
439,C0234019,0,0,1
439,C0424528,0,0,1
439,C0425101,0,0,1
439,C0424112,0,0,1
439,C0239978,0,0,1
439,C0424142,0,0,1
439,C0424142,0,0,1
440,C0012833,1,0,0
440,C0522365,0,0,1
440,C0042571,0,0,1
440,C0751908,0,0,1
440,C0392171,0,0,1
440,C0012833,1,0,0
440,C0012833,1,0,0
440,C0392171,0,0,1
440,C0392171,0,0,1
440,C0424336,0,0,1
440,C0234019,0,0,1
440,C0220870,0,0,1
440,C0424528,0,0,1
440,C0241705,0,0,1
440,C0395922,0,0,1
440,C0425082,0,0,1
441,C0234019,0,0,1
442,C0424565,0,0,1
442,C0560765,0,0,1
442,C1283330,0,0,1
442,C0234019,0,0,1
442,C0424528,0,0,1
442,C0231303,1,0,0
442,C0425101,0,0,1
442,C0424142,0,0,1
442,C0424142,0,0,1
443,C0000765,0,0,1
443,C0000765,0,0,1
443,C0043094,1,0,0
443,C0043094,1,0,0
443,C0497247,0,0,1
443,C0424336,0,0,1
443,C0042023,0,0,1
443,C0005911,0,0,1
443,C0005911,0,0,1
443,C0234019,0,0,1
443,C0547030,0,0,1
443,C0239978,0,0,1
443,C0425712,0,0,1
443,C0240735,0,0,1
444,C0000765,0,0,1
444,C0000765,0,0,1
444,C0043094,1,0,0
444,C0043094,1,0,0
444,C0560765,0,0,1
444,C0037317,0,0,1
444,C0001973,0,0,1
444,C0424528,0,0,1
444,C0235309,0,0,1
444,C0558219,0,0,1
444,C0677661,0,0,1
444,C0040332,0,0,1
444,C0040332,0,0,1
444,c0037317,0,0,1
445,C0006325,0,1,0
446,C0015672,1,0,0
446,C0234019,0,0,1
446,C0242979,0,0,1
446,C0242979,0,0,1
447,C0424565,0,0,1
447,C0425736,0,0,1
448,C0917801,1,0,0
448,C0234019,0,0,1
449,C1971624,1,0,0
449,C1971624,0,0,1
449,C1971624,1,0,0
449,C0232462,0,0,1
449,C0232461,0,0,1
449,C0426584,0,0,1
449,C0566582,0,0,1
450,C0027497,1,0,0
450,C0578994,0,0,1
450,C0578994,0,0,1
450,C0149745,0,0,1
450,C0423564,0,0,1
451,C0000765,0,0,1
451,C0000765,0,0,1
451,C0043094,0,0,1
451,C0043094,0,0,1
451,C0497247,0,0,1
451,C0497247,0,0,1
451,C0456820,0,0,1
451,C3164199,0,0,1
451,C0042023,0,0,1
451,C0425736,0,0,1
451,C0556385,0,0,1
451,C0151474,0,0,1
451,C0001973,0,0,1
451,C0413862,0,0,1
451,C0424112,0,0,1
451,C0239978,0,0,1
452,C0000765,0,0,1
452,C0000765,0,0,1
452,C0043094,1,0,0
452,C0043094,1,0,0
452,C0497247,0,0,1
452,C0234022,0,0,1
452,C0015672,1,0,0
452,C0557875,1,0,0
452,C0424336,0,0,1
452,C0043387,1,0,0
452,C0042023,0,0,1
452,C0233998,0,0,1
452,C1262477,0,1,0
452,C0425769,0,0,1
452,C0425766,0,0,1
452,C0578994,0,0,1
452,C0578994,0,0,1
452,C0149745,0,0,1
452,C0239978,0,0,1
452,C0423564,0,0,1
452,C0242979,0,0,1
452,C0242979,0,0,1
453,C0000765,0,0,1
453,C0000765,0,0,1
453,C0043094,1,0,0
453,C0043094,1,0,0
453,C0497247,0,0,1
453,C0234022,0,0,1
453,C0015672,1,0,0
453,C0042023,0,0,1
453,C0233998,0,0,1
453,C0234019,0,0,1
453,C1262477,0,1,0
453,C0425769,0,0,1
453,C0425766,0,0,1
453,C0239978,0,0,1
453,C0242979,0,0,1
453,C0242979,0,0,1
454,C0013144,1,0,0
454,C0036973,0,0,1
454,C3472701,0,0,1
455,C0033893,0,0,1
455,C0033893,0,0,1
455,C0018681,1,0,0
455,C0234238,1,0,0
455,C0033774,1,0,0
455,C0877781,0,0,1
455,C0037195,0,0,1
456,C0027497,1,0,0
456,C0424565,0,0,1
456,C0012833,1,0,0
456,C0522365,0,0,1
456,C0560765,0,0,1
456,C0042571,0,0,1
456,C0751908,0,0,1
456,C0012833,1,0,0
456,C0012833,1,0,0
456,C0425736,0,0,1
456,C0677660,0,0,1
456,C0220870,0,0,1
456,C0424528,0,0,1
456,C0425101,0,0,1
456,C0555026,0,0,1
456,C0395922,0,0,1
456,C0011860,0,0,1
457,C0027497,1,0,0
457,C0086769,0,0,1
457,C0086769,0,0,1
457,C0231403,0,0,1
457,C0917801,1,0,0
457,C0522365,0,0,1
457,C0149931,1,0,0
457,C0149931,0,0,1
457,C4075722,0,0,1
457,C0028081,0,0,1
457,C0231403,0,0,1
457,C0030318,1,0,0
457,C0278140,0,0,1
457,C1443924,0,0,1
457,C0037320,0,0,1
457,C0877781,0,0,1
457,C0231403,0,0,1
457,C0338481,0,0,1
458,C0520947,0,0,1
458,C0011124,0,0,1
458,C1821572,0,0,1
458,C0234019,0,0,1
458,C1262477,0,0,1
459,C0000765,0,0,1
459,C0000765,0,0,1
459,C0043094,1,0,0
459,C0043094,1,0,0
459,C0497247,0,0,1
459,C0015672,1,0,0
459,C0042023,0,0,1
459,C0009806,1,0,0
459,C0239978,0,0,1
459,C0242979,0,0,1
459,C0242979,0,0,1
460,C0860645,0,0,1
460,C0234019,0,0,1
460,C0558127,0,0,1
461,C0027497,1,0,0
461,C0424565,0,0,1
461,C0231403,0,0,1
461,C0522365,0,0,1
461,C0234022,0,0,1
461,C0424336,0,0,1
461,C0424336,0,0,1
461,C0231403,0,0,1
461,C0278140,0,0,1
461,C0040822,1,0,0
461,C1443924,0,0,1
461,C1283330,0,0,1
461,C0233998,0,0,1
461,C0425769,0,0,1
461,C0425766,0,0,1
461,C0425101,0,0,1
461,C0231403,0,0,1
461,C0424142,0,0,1
461,C0424142,0,0,1
462,C0424565,0,1,0
462,C0560765,0,0,1
462,C0424528,0,0,1
462,C0578673,0,0,1
463,C0000765,0,0,1
463,C0560765,0,0,1
463,C0456820,0,0,1
463,C0392171,0,0,1
463,C0392171,0,0,1
463,C0392171,0,0,1
463,C0178417,0,0,1
463,C0005911,0,0,1
463,C0424528,0,0,1
463,C0424528,0,0,1
463,C0232124,0,0,1
463,C0562319,0,0,1
463,C0011057,1,0,0
463,C0557455,0,0,1
463,C0578026,0,0,1
463,C0015967,0,0,1
463,C0268000,0,0,1
463,C0582093,0,0,1
464,C0235195,0,0,1
464,C0235195,0,0,1
465,C0560765,0,0,1
465,C0392171,0,0,1
465,C0392171,0,0,1
465,C0392171,0,0,1
465,C0425736,0,0,1
465,C0424528,0,0,1
465,C0424528,0,0,1
465,C4074971,0,0,1
465,C0424112,0,0,1
465,C0424110,0,0,1
465,C0015967,0,0,1
466,C0000765,0,0,1
466,C0000765,0,0,1
466,C0043094,1,0,0
466,C0043094,1,0,0
466,C0033893,0,0,1
466,C0033893,0,0,1
466,C0018681,1,0,0
466,C0015672,1,0,0
466,C0234238,1,0,0
466,C0877781,0,0,1
466,C0578673,0,0,1
466,C0242979,0,0,1
466,C0242979,0,0,1
466,C0037195,0,0,1
466,C0011860,0,0,1
467,C0424112,0,0,1
467,C0424551,0,0,1
468,C0000765,0,0,1
468,C0917801,1,0,0
468,C0700590,0,0,1
468,C0700590,0,0,1
468,C0344315,0,0,1
468,C0085633,0,0,1
468,C0564408,0,0,1
468,C0392171,0,0,1
468,C0392171,0,0,1
468,C0392171,0,0,1
468,C0038990,1,0,0
468,C0425736,0,0,1
468,C0022107,0,0,1
468,C0235146,0,0,1
468,C0005911,0,0,1
468,C0234019,0,0,1
468,C0233479,0,0,1
468,C0424528,0,0,1
468,C0413862,0,0,1
468,C0239832,0,0,1
468,C0041755,0,0,1
468,C0578994,0,0,1
468,C0578026,0,0,1
468,C0015967,0,0,1
468,C0268000,0,0,1
468,C0241934,0,0,1
468,C0239833,0,0,1
468,C0575805,0,0,1
469,C1971624,0,1,0
469,C1971624,0,0,1
469,C1971624,0,1,0
469,C0232462,0,0,1
469,C0232461,0,0,1
469,C0426584,0,0,1
469,C0566582,0,0,1
469,C0557455,0,0,1
470,C0413862,0,0,1
470,C0041755,0,0,1
471,C0860645,0,0,1
471,C0558127,0,0,1
472,C0560765,0,0,1
472,C0701810,0,0,1
472,C0701810,0,0,1
472,C0860645,0,0,1
472,C0344320,0,0,1
472,C0424528,0,0,1
472,C0558127,0,0,1
473,C0424565,0,0,1
473,C4075722,0,0,1
473,C0425736,0,0,1
473,C1562291,0,0,1
474,C0392171,0,0,1
474,C0392171,0,0,1
474,C0392171,0,0,1
474,C2219848,0,0,1
474,C0424528,0,0,1
474,C0424528,0,0,1
474,C0558127,0,0,1
474,C0011860,0,0,1
475,C0860645,0,0,1
475,C0424528,0,0,1
476,C0424565,0,0,1
476,C1283330,0,0,1
476,C0425101,0,0,1
476,C0424142,0,0,1
476,C0424142,0,0,1
477,C0424444,0,0,1
477,C0234022,0,0,1
477,C0015672,1,0,0
477,C0233998,0,0,1
477,C0425769,0,0,1
477,C0425766,0,0,1
477,C0242979,0,0,1
477,C0242979,0,0,1
478,C0700590,0,1,0
478,C0700590,0,0,1
478,C0497247,0,0,1
478,C0497247,0,0,1
478,C0234022,0,0,1
478,C0038990,1,0,0
478,C1443924,0,0,1
478,C0428895,0,0,1
478,C0233998,0,0,1
478,C0011991,1,0,0
478,C0005826,0,0,1
478,C0425769,0,0,1
478,C0425766,0,0,1
478,C0277884,0,0,1
479,C0700590,0,0,1
479,C0700590,0,0,1
479,C0234022,0,0,1
479,C0038990,1,0,0
479,C1443924,0,0,1
479,C0233998,0,0,1
479,C0011991,1,0,0
479,C0425769,0,0,1
479,C0425766,0,0,1
480,C0033893,0,0,1
480,C0033893,0,0,1
480,C0018681,1,0,0
480,C0015672,1,0,0
480,C0234238,1,0,0
480,C0424336,0,0,1
480,C0424336,0,0,1
480,C0877781,0,0,1
480,C0578994,0,0,1
480,C0578994,0,0,1
480,C0033771,0,0,1
480,C0149745,0,0,1
480,C0423564,0,0,1
480,C0242979,0,0,1
480,C0242979,0,0,1
480,C0037195,0,0,1
481,C0027497,1,0,0
481,C0043387,1,0,0
482,C2981158,0,0,1
482,C0560765,0,0,1
482,C0497247,0,0,1
482,C0234022,0,0,1
482,C0037317,0,0,1
482,C0233514,0,0,1
482,C0233998,0,0,1
482,C0020039,0,0,1
482,C0424528,0,0,1
482,C0425769,0,0,1
482,C0425766,0,0,1
482,C1760428,0,0,1
482,C0424295,0,0,1
482,C1562291,0,0,1
482,C0582140,0,0,1
482,C0237220,0,0,1
482,C0424091,0,0,1
482,c0037317,0,0,1
482,C0001807,0,0,1
482,C0582141,0,0,1
483,C0424444,0,0,1
483,C4075722,0,0,1
483,C0028081,1,0,0
483,C0344375,0,0,1
483,C0221512,0,0,1
483,C0235309,0,0,1
483,C0577027,0,0,1
483,C0037320,0,0,1
483,C0557878,0,0,1
484,C0344375,0,0,1
484,C0221512,0,0,1
484,C0235309,0,0,1
484,C0577027,0,0,1
485,C0003467,1,0,0
485,C0560765,0,0,1
485,C0033893,0,0,1
485,C0033893,0,0,1
485,C0456820,0,0,1
485,C0233494,1,0,0
485,C0392171,0,0,1
485,C0281856,0,0,1
485,C0392171,0,0,1
485,C0392171,0,0,1
485,C0424336,0,0,1
485,C0344375,0,0,1
485,C0221512,0,0,1
485,C0178417,0,0,1
485,C0427195,0,0,1
485,C0427195,0,0,1
485,C0424528,0,0,1
485,C0424528,0,0,1
485,C0235309,0,0,1
485,C0413862,0,0,1
485,C0577027,0,0,1
485,C0041755,0,0,1
485,C0424112,0,0,1
485,C1562291,0,0,1
486,C0000765,0,0,1
486,C0344375,0,0,1
486,C0221512,0,0,1
486,C0005911,0,0,1
486,C0235309,0,0,1
486,C0577027,0,0,1
486,C0578026,0,0,1
486,C0015967,0,0,1
486,C0268000,0,0,1
487,C0424565,0,0,1
487,C0560765,0,0,1
487,C4075722,0,0,1
487,C0028081,1,0,0
487,C1283330,0,0,1
487,C0424528,0,0,1
487,C0037320,0,0,1
487,C0425101,0,0,1
487,C0557878,0,0,1
487,C0424142,0,0,1
487,C0424142,0,0,1
488,C0560765,0,0,1
488,C0234019,0,0,1
488,C0424528,0,0,1
489,C0003467,1,0,0
489,C0012833,1,0,0
489,C0522365,0,0,1
489,C0042571,0,0,1
489,C0751908,0,0,1
489,C0012833,1,0,0
489,C0012833,1,0,0
489,C0026961,1,0,0
489,C0220870,0,0,1
489,C4074971,0,0,1
489,C0424112,0,0,1
489,C0424110,0,0,1
489,C0395922,0,0,1
490,C0424565,0,0,1
490,C1283330,0,0,1
490,C0583786,0,0,1
490,C0425101,0,0,1
490,C0424142,0,0,1
490,C0424142,0,0,1
491,C0578673,0,0,1
492,C0000765,0,0,1
492,C0000765,0,0,1
492,C0043094,1,0,0
492,C0043094,1,0,0
492,C0022107,0,0,1
492,C0022107,0,0,1
492,C0554980,1,0,0
492,C0022104,0,0,1
492,C0022104,0,0,1
492,C0578994,0,0,1
492,C0578994,0,0,1
492,C0149745,0,0,1
492,C0423564,0,0,1
493,C0015672,1,0,0
493,C0583786,0,0,1
493,C0242979,0,0,1
493,C0242979,0,0,1
493,C0011860,0,0,1
494,C1971624,1,0,0
494,C1971624,0,0,1
494,C1971624,1,0,0
494,C0232462,0,0,1
494,C0232461,0,0,1
494,C0426584,0,0,1
494,C0566582,0,0,1
495,C0560765,0,0,1
495,C0424528,0,0,1
496,C2981158,0,0,1
496,C0234019,0,0,1
496,C0424091,0,0,1
497,C0456820,0,0,1
498,C0003467,1,0,0
498,C0413862,0,0,1
498,C0041755,0,0,1
498,C0024517,1,0,0
498,C0424112,0,0,1
498,C0036973,0,0,1
498,C3472701,0,0,1
498,C0577477,0,0,1
499,C0456820,0,0,1
499,C4075722,0,0,1
499,C0028081,0,0,1
499,C0037317,0,0,1
499,C0344375,0,0,1
499,C0425736,0,0,1
499,C0221512,0,0,1
499,C0424528,0,0,1
499,C0235309,1,0,0
499,C0577027,0,0,1
499,C0037320,0,0,1
499,C0558219,0,0,1
499,C0677661,0,0,1
499,C0578673,0,0,1
499,C0557878,0,0,1
499,c0037317,0,0,1
500,C0000765,0,0,1
500,C0000765,0,0,1
500,C0424565,0,0,1
500,C0003467,1,0,0
500,C0043094,1,0,0
500,C0043094,1,0,0
500,C1283330,0,0,1
500,C0425101,0,0,1
500,C0424142,0,0,1
500,C0424142,0,0,1
500,C0011860,0,0,1
501,C0917801,1,0,0
501,C0560765,0,0,1
501,C0043387,0,0,1
501,C0424528,0,0,1
501,C0036973,0,0,1
501,C0578673,0,0,1
501,C3472701,0,0,1
502,C0424444,0,0,1
502,C0018616,1,0,0
502,C0578673,0,0,1
503,C0560765,0,0,1
503,C0424444,0,0,1
503,C0456820,0,0,1
503,C0424528,0,0,1
504,C0560765,0,0,1
504,C0563158,0,0,1
504,C0424528,0,0,1
504,C0424112,0,0,1
504,C0563168,0,0,1
505,C1971624,0,0,1
505,C0003467,1,0,0
505,C0917801,1,0,0
505,C0497247,0,0,1
505,C0042023,0,0,1
505,C0178417,0,0,1
505,C1971624,0,0,1
505,C1971624,0,0,1
505,C0232462,0,0,1
505,C0232461,1,0,0
505,C0426584,0,0,1
505,C0566582,0,0,1
505,C0312418,0,0,1
505,C0312418,1,0,0
505,C0239978,0,0,1
506,C0917801,1,0,0
506,C0012833,1,0,0
506,C0522365,0,0,1
506,C0042571,0,0,1
506,C0751908,0,0,1
506,C0033893,0,0,1
506,C0033893,0,0,1
506,C0018681,1,0,0
506,C0234238,1,0,0
506,C0012833,1,0,0
506,C0012833,1,0,0
506,C0234019,0,0,1
506,C0220870,0,0,1
506,C0877781,0,0,1
506,C0037195,0,0,1
506,C0395922,0,0,1
507,C0033893,0,0,1
507,C0033893,0,0,1
507,C0018681,1,0,0
507,C0234238,1,0,0
507,C0234019,0,0,1
507,C0877781,0,0,1
507,C0578673,0,0,1
507,C0037195,0,0,1
508,C0000765,0,0,1
508,C0000765,0,0,1
508,C0043094,1,0,0
508,C0043094,1,0,0
508,C0497247,0,0,1
508,C0042023,0,0,1
508,C0234019,0,0,1
508,C0239978,0,0,1
511,C0030252,1,0,0
511,C0011860,0,0,1
513,C0560765,0,0,1
513,C0392171,0,0,1
513,C0392171,0,0,1
513,C0392171,0,0,1
513,C0424528,0,0,1
513,C0424528,0,0,1
513,C2958630,0,0,1
515,C0424565,0,0,1
515,C0560765,0,0,1
515,C4075722,0,0,1
515,C0028081,0,0,1
515,C0425736,0,0,1
515,C0677660,0,0,1
515,C1283330,0,0,1
515,C0424528,0,0,1
515,C0583786,0,0,1
515,C0037320,0,0,1
515,C0425101,0,0,1
515,C0555026,0,0,1
515,C0424142,0,0,1
515,C0424142,0,0,1
516,C0027497,1,0,0
516,C0344232,0,0,1
516,C0344232,1,0,0
516,C0424565,0,0,1
516,C0012833,0,0,1
516,C0522365,0,0,1
516,C0042571,1,0,0
516,C0751908,0,0,1
516,C0033893,0,0,1
516,C0033893,0,0,1
516,C0497247,0,0,1
516,C0424444,0,0,1
516,C0018681,1,0,0
516,C4075722,0,0,1
516,C0028081,0,0,1
516,C0030193,1,0,0
516,C0234238,1,0,0
516,C0012833,0,0,1
516,C0012833,0,0,1
516,C0042023,0,0,1
516,C0009806,1,0,0
516,C1283330,0,0,1
516,C0220870,0,0,1
516,C0022104,0,0,1
516,C0022104,0,0,1
516,C2129214,0,0,1
516,C2129214,0,0,1
516,C0583786,0,0,1
516,C0037320,0,0,1
516,C0877781,0,0,1
516,C2141086,0,0,1
516,C0425101,0,0,1
516,C0578994,0,0,1
516,C0578994,0,0,1
516,C0149745,0,0,1
516,C0236000,0,1,0
516,C0239978,0,0,1
516,C0423564,0,0,1
516,C0021390,0,0,1
516,C0021390,0,0,1
516,C0037195,0,0,1
516,C0395922,0,0,1
516,C0424142,0,0,1
516,C0424142,0,0,1
517,C0000765,0,0,1
517,C0000765,0,0,1
517,C0043094,1,0,0
517,C0043094,1,0,0
518,C1971624,1,0,0
518,C0020175,1,0,0
518,C1971624,0,0,1
518,C1971624,1,0,0
518,C0232462,0,0,1
518,C0232461,0,0,1
518,C0426584,0,0,1
518,C0566582,0,0,1
519,C0085632,1,0,0
520,C0234022,0,0,1
520,C0233998,0,0,1
520,C0425769,0,0,1
520,C0425766,0,0,1
522,C0000765,0,0,1
522,C0000765,0,0,1
522,C0043094,0,1,0
522,C0043094,0,1,0
522,C0424528,0,0,1
522,C0413862,0,0,1
522,C0041755,0,0,1
522,C0577477,0,0,1
523,C1971624,0,0,1
523,C1971624,0,0,1
523,C1971624,0,0,1
523,C0232462,0,0,1
523,C0232461,0,0,1
523,C0426584,0,0,1
523,C0566582,0,0,1
524,C0560765,0,0,1
524,C0456820,0,0,1
524,C0015672,1,0,0
524,C0030193,1,0,0
524,C0424528,0,0,1
524,C0232124,0,0,1
524,C2141086,0,0,1
524,C0424112,0,0,1
524,C0242979,0,0,1
524,C0242979,0,0,1
526,C0424565,0,0,1
526,C1283330,0,0,1
526,C0425101,0,0,1
526,C0424142,0,0,1
526,C0424142,0,0,1
527,C4074971,0,0,1
527,C0424112,0,0,1
527,C0424110,0,0,1
528,C0424565,0,0,1
528,C1283330,0,0,1
528,C0425101,0,0,1
528,C0424142,0,0,1
528,C0424142,0,0,1
529,C0424573,0,0,1
529,C0392171,0,0,1
529,C0392171,0,0,1
529,C0392171,0,0,1
529,C0424528,0,0,1
531,C0000765,0,0,1
531,C0000765,0,0,1
531,C0700590,0,0,1
531,C0700590,1,0,0
531,C0424117,0,0,1
531,C0038990,1,0,0
531,C0085602,0,0,1
531,C0586746,0,0,1
531,C1298942,0,0,1
531,C0438697,1,0,0
531,C0020505,0,0,1
531,C0426584,0,0,1
531,C0425769,0,0,1
531,C0085602,0,0,1
532,C0000765,0,0,1
532,C0000765,0,0,1
532,C0424565,0,0,1
532,C0424573,0,0,1
532,C0560765,0,0,1
532,C0700590,0,0,1
532,C0700590,1,0,0
532,C0456820,0,0,1
532,C0424117,0,0,1
532,C0038990,1,0,0
532,C0085602,0,0,1
532,C0586746,0,0,1
532,C1298942,0,0,1
532,C1283330,0,0,1
532,C0438697,1,0,0
532,C0020505,0,0,1
532,C0426584,0,0,1
532,C0234019,0,0,1
532,C0424528,0,0,1
532,C0425769,0,0,1
532,C0583786,0,0,1
532,C0425101,0,0,1
532,C0426585,0,0,1
532,C0424112,0,0,1
532,C0085602,0,0,1
532,C0424142,0,0,1
532,C0424142,0,0,1
532,C0011860,0,0,1
532,C0425082,0,0,1
533,C0000765,0,0,1
533,C0000765,0,0,1
533,C0043094,1,0,0
533,C0043094,1,0,0
533,C0497247,0,0,1
533,C0542476,1,0,0
533,C0042023,0,0,1
533,C0234019,0,0,1
533,C1262477,0,1,0
533,C0239978,0,0,1
534,C0560765,0,0,1
534,C0456820,0,0,1
534,C0424528,0,0,1
534,C0578673,0,0,1
535,C0000765,0,0,1
535,C0000765,0,0,1
535,C0043094,1,0,0
535,C0043094,1,0,0
535,C0560765,0,0,1
535,C0557875,1,0,0
535,C0424528,0,0,1
536,C0560765,0,0,1
536,C0424528,0,0,1
536,C2697368,0,0,1
537,C0424565,0,0,1
537,C0700590,0,0,1
537,C0700590,0,0,1
537,C4075722,0,0,1
537,C0028081,0,0,1
537,C0038990,1,0,0
537,C1283330,0,0,1
537,C0037320,0,0,1
537,C0425101,0,0,1
537,C0424142,0,0,1
537,C0424142,0,0,1
538,C0000765,0,0,1
538,C0000765,0,0,1
538,C0043094,1,0,0
538,C0043094,1,0,0
539,C0234022,0,0,1
539,C1827663,0,0,1
539,C0677660,0,0,1
539,C0233998,0,0,1
539,C0234019,0,0,1
539,C0278210,0,0,1
539,C0425769,0,0,1
539,C0425766,0,0,1
539,C0425101,0,0,1
539,C0555026,0,0,1
540,C0583786,0,0,1
541,C0424565,0,0,1
541,C0086769,1,0,0
541,C0086769,0,0,1
541,C0560765,0,0,1
541,C0700590,0,0,1
541,C0700590,0,0,1
541,C4075722,0,0,1
541,C0028081,0,0,1
541,C0030318,1,0,0
541,C0038990,1,0,0
541,C0424166,0,0,1
541,C1283330,0,0,1
541,C0700031,0,0,1
541,C0424528,0,0,1
541,C0424095,0,0,1
541,C0037320,0,0,1
541,C0425101,0,0,1
541,C0424142,0,0,1
541,C0424142,0,0,1
541,C0011860,0,0,1
542,C0560765,0,0,1
542,C0016382,0,0,1
542,C0425736,0,0,1
542,C0424528,0,0,1
542,C0424112,0,0,1
543,C0000765,0,0,1
543,C0000765,0,0,1
543,C0043094,1,0,0
543,C0043094,1,0,0
543,C0560765,0,0,1
543,C0424528,0,0,1
543,C0011860,0,0,1
544,C0424565,0,0,1
544,C4075722,0,0,1
544,C0028081,0,0,1
544,C1283330,0,0,1
544,C0037320,0,0,1
544,C0425101,0,0,1
544,C0424142,0,0,1
544,C0424142,0,0,1
545,C0000765,0,0,1
545,C0000765,0,0,1
545,C0043094,1,0,0
545,C0043094,1,0,0
546,C0027497,1,0,0
546,C0560765,0,0,1
546,C0392171,0,0,1
546,C0392171,0,0,1
546,C0392171,0,0,1
546,C0233408,0,0,1
546,C0233408,0,0,1
546,C0424528,0,0,1
546,C0424528,0,0,1
546,C0233408,0,0,1
546,C0578994,0,0,1
546,C0036973,0,0,1
546,C3472701,0,0,1
547,C0456820,0,0,1
547,C0392171,0,0,1
547,C0392171,0,0,1
547,C0392171,0,0,1
547,C0424528,0,0,1
547,C0413862,0,0,1
547,C0041755,0,0,1
547,C0557455,0,0,1
547,C0577477,0,0,1
548,C0560765,0,0,1
548,C0497247,0,0,1
548,C0497247,0,0,1
548,C0428895,0,0,1
548,C0005826,0,0,1
548,C0424528,0,0,1
548,C0583786,0,0,1
548,C0277884,0,0,1
549,C0003467,1,0,0
549,C0560765,0,0,1
549,C0234019,0,0,1
549,C0424528,0,0,1
549,C0578994,0,0,1
549,C0578994,0,0,1
549,C0149745,0,0,1
549,C0423564,0,0,1
550,C0000765,0,0,1
550,C0000765,0,0,1
550,C0003467,1,0,0
550,C0043094,0,0,1
550,C0043094,0,0,1
550,C0033893,0,0,1
550,C0033893,0,0,1
550,C0497247,0,0,1
550,C0018681,1,0,0
550,C0234238,1,0,0
550,C0037317,0,0,1
550,C0037317,0,0,1
550,C0344375,0,0,1
550,C0221512,0,0,1
550,C0011124,0,0,1
550,C1821572,0,0,1
550,C1262477,0,0,1
550,C0235309,1,0,0
550,C0577027,0,0,1
550,C0877781,0,0,1
550,C0558219,0,0,1
550,C0677661,0,0,1
550,C0233632,0,0,1
550,C0037195,0,0,1
550,c0037317,0,0,1
550,c0037317,0,0,1
551,C0000765,0,0,1
551,C0000765,0,0,1
551,C0043094,1,0,0
551,C0043094,1,0,0
552,C0560765,0,0,1
552,C0497247,0,0,1
552,C0234019,0,0,1
552,C0424528,0,0,1
552,C0011860,0,0,1
553,C0027497,1,0,0
554,C0560765,0,0,1
554,C4075722,0,0,1
554,C0028081,1,0,0
554,C0424528,0,0,1
554,C0562319,0,0,1
554,C0037320,0,0,1
554,C0578673,0,0,1
554,C0557878,0,0,1
555,C0424573,0,0,1
555,C0424444,0,0,1
555,C4075722,0,0,1
555,C0860645,0,0,1
555,C0015672,1,0,0
555,C0028081,1,0,0
555,C0558127,0,0,1
555,C0037320,0,0,1
555,C0426585,0,0,1
555,C0578994,0,0,1
555,C0578994,0,0,1
555,C0149745,0,0,1
555,C0423564,0,0,1
555,C0242979,0,0,1
555,C0242979,0,0,1
555,C0557878,0,0,1
556,C0424573,0,0,1
556,C0424444,0,0,1
556,C4075722,0,0,1
556,C0860645,0,0,1
556,C0015672,1,0,0
556,C0028081,1,0,0
556,C0558127,0,0,1
556,C0037320,0,0,1
556,C0426585,0,0,1
556,C0242979,0,0,1
556,C0242979,0,0,1
556,C0557878,0,0,1
557,C1262477,1,0,0
558,C0424565,0,0,1
558,C0456820,0,0,1
558,C0015672,1,0,0
558,C0425736,0,0,1
558,C0424112,0,0,1
558,C0242979,0,0,1
558,C0242979,0,0,1
559,C0424565,0,1,0
559,C0003467,1,0,0
559,C0560765,0,0,1
559,C0425083,0,0,1
559,C0344315,0,0,1
559,C1827663,0,0,1
559,C0234019,0,0,1
559,C0424528,0,0,1
559,C0236858,0,0,1
559,C0557455,0,0,1
561,C0560765,0,0,1
561,C0234019,0,0,1
561,C0424528,0,0,1
561,C0578673,0,0,1
563,C0917801,1,0,0
563,C0344315,0,0,1
563,C0085633,0,0,1
563,C0564408,0,0,1
563,C0022107,0,0,1
563,C0235146,0,0,1
563,C0232462,0,0,1
563,C0234019,0,0,1
563,C0233479,0,0,1
563,C0241934,0,0,1
564,C0424565,0,0,1
564,C2981158,0,0,1
564,C0560765,0,0,1
564,C0344315,0,0,1
564,C0085633,0,0,1
564,C0564408,0,0,1
564,C0425736,0,0,1
564,C0022107,0,0,1
564,C1283330,0,0,1
564,C0235146,0,0,1
564,C0234019,0,0,1
564,C0233479,0,0,1
564,C0424528,0,0,1
564,C0231218,0,0,1
564,C0425101,0,0,1
564,C0424091,0,0,1
564,C0424142,0,0,1
564,C0424142,0,0,1
564,C0241934,0,0,1
565,C0560765,0,0,1
565,C0234019,0,0,1
565,C0424528,0,0,1
566,C0917801,1,0,0
566,C0560765,0,0,1
566,C0234019,0,0,1
566,C0424528,0,0,1
566,C0231218,1,0,0
